,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,CFID,CFPARAMS,PLAYOFFS
11,By Year,2006-07,82,53,29,0.646,3976.0,106.2,101.1,5.1,0.601,1.77,17.5,0.283,0.709,0.496,0.135,0.488,0.535,89.72,0.533,1,6,7,6,6,4,10,5,7,4,3,10,19,17,5,10,7,17,5,210,2006-07,1
12,By Year,2005-06,82,64,18,0.78,3966.0,107.7,100.2,7.6,0.661,2.12,19.1,0.289,0.712,0.498,0.126,0.497,0.535,89.28,0.557,1,1,1,1,10,3,8,2,1,1,1,9,18,14,2,3,6,18,2,210,2005-06,1
13,By Year,2004-05,82,54,28,0.659,3991.0,102.8,97.9,4.8,0.627,1.58,17.4,0.312,0.73,0.523,0.152,0.472,0.519,89.83,0.542,1,3,4,3,3,12,4,6,2,9,5,2,11,1,14,18,16,16,4,210,2004-05,1
14,By Year,2003-04,82,54,28,0.659,3956.0,99.1,92.5,6.6,0.62,1.37,16.7,0.301,0.718,0.513,0.166,0.461,0.511,90.53,0.558,1,3,4,3,15,20,1,3,4,17,9,6,16,6,20,21,20,14,1,210,2003-04,1
15,By Year,2002-03,82,50,32,0.61,3981.0,101.4,97.3,4.2,0.6,1.47,16.4,0.259,0.74,0.496,0.149,0.473,0.523,89.1,0.525,1,7,8,7,4,17,2,7,8,12,13,19,5,18,13,17,12,19,7,210,2002-03,1
16,By Year,2001-02,82,50,32,0.61,3936.0,102.5,99.3,3.3,0.62,1.48,17.4,0.244,0.705,0.476,0.158,0.497,0.54,92.42,0.523,1,7,8,7,19,13,6,9,3,11,4,20,20,22,15,4,3,9,8,210,2001-02,1
17,By Year,2000-01,82,32,50,0.39,3971.0,97.3,98.9,-1.6,0.558,1.25,15.1,0.293,0.722,0.503,0.162,0.453,0.498,97.46,0.48,1,14,17,16,9,22,5,14,15,21,21,8,13,12,19,22,22,3,15,210,2000-01,0
18,By Year,1999-00,82,42,40,0.512,3966.0,104.6,103.1,1.6,0.561,1.33,15.9,0.268,0.716,0.493,0.159,0.492,0.548,98.19,0.506,1,10,12,11,10,6,12,11,14,19,16,18,17,20,16,8,2,2,10,210,1999-00,1
19,By Year,1998-99,50,29,21,0.58,2410.0,101.2,97.9,3.3,0.608,1.28,16.6,0.305,0.72,0.512,0.177,0.48,0.528,88.7,0.515,22,18,2,9,22,18,3,8,6,20,11,4,15,7,22,15,9,21,9,210,1998-99,1
20,By Year,1997-98,82,37,45,0.451,3995.0,102.5,100.4,2.1,0.558,1.33,15.7,0.309,0.702,0.504,0.159,0.472,0.523,90.7,0.505,1,12,15,13,2,14,9,10,16,18,17,3,22,11,17,19,11,13,11,210,1997-98,0
21,By Year,1996-97,82,54,28,0.659,4091.0,107.9,101.3,6.6,0.55,1.49,16.2,0.275,0.704,0.494,0.146,0.512,0.554,84.2,0.53,1,3,4,3,1,2,11,4,17,10,14,15,21,19,10,1,1,22,6,210,1996-97,1
0,By Year,2017-18,70,30,40,0.429,3375.0,106.1,107.0,-0.9,0.551,1.7,16.1,0.22,0.812,0.508,0.124,0.504,0.544,100.49,0.493,18,15,10,11,18,3,18,11,20,4,16,17,1,3,3,2,4,1,12,210,2017-18,0
1,By Year,2016-17,82,36,46,0.439,3966.0,106.4,106.1,0.3,0.611,2.01,17.7,0.199,0.796,0.495,0.117,0.501,0.547,97.85,0.505,1,9,11,10,12,2,16,9,7,1,6,20,3,12,1,4,2,2,10,210,2016-17,0
2,By Year,2015-16,82,48,34,0.585,3971.0,105.1,101.8,3.3,0.586,1.73,16.8,0.2,0.798,0.496,0.127,0.502,0.545,97.8,0.511,1,4,5,4,11,4,8,1,15,3,12,19,2,11,4,3,3,3,8,210,2015-16,1
3,By Year,2014-15,82,33,49,0.402,3981.0,97.6,101.0,-3.4,0.568,1.69,15.9,0.221,0.793,0.5,0.123,0.456,0.498,95.33,0.482,1,12,14,14,4,19,6,13,18,5,19,16,4,9,2,18,18,6,13,210,2014-15,0
4,By Year,2013-14,82,43,39,0.524,3981.0,101.2,101.2,0.1,0.597,1.76,17.1,0.219,0.776,0.496,0.129,0.481,0.522,94.73,0.508,1,8,9,8,4,11,7,10,13,2,8,18,5,10,5,11,13,8,9,210,2013-14,1
5,By Year,2012-13,82,21,61,0.256,3961.0,98.3,108.9,-10.6,0.562,1.38,15.4,0.257,0.711,0.478,0.148,0.46,0.507,94.03,0.438,1,18,19,18,13,17,20,19,19,18,20,10,13,18,7,16,16,11,19,210,2012-13,0
6,By Year,2011-12,66,7,59,0.106,3178.0,92.3,107.8,-15.5,0.605,1.39,16.1,0.236,0.709,0.464,0.154,0.439,0.483,93.59,0.411,19,20,18,20,19,20,19,20,11,17,17,15,16,20,11,20,20,12,20,210,2011-12,0
7,By Year,2010-11,82,34,48,0.415,3961.0,100.8,104.8,-4.0,0.601,1.45,17.0,0.257,0.752,0.503,0.157,0.482,0.528,92.09,0.48,1,11,13,13,13,12,14,14,12,15,10,11,6,7,15,10,11,16,14,210,2010-11,0
8,By Year,2009-10,82,44,38,0.537,3976.0,101.5,100.2,1.3,0.58,1.29,16.2,0.265,0.742,0.507,0.168,0.49,0.538,92.8,0.518,1,6,7,6,7,9,5,7,16,20,15,8,8,5,18,8,6,13,5,210,2009-10,1
9,By Year,2008-09,82,35,47,0.427,3986.0,101.6,103.4,-1.8,0.607,1.36,17.1,0.277,0.73,0.505,0.169,0.494,0.536,90.82,0.495,1,10,12,12,3,8,10,12,9,19,9,6,10,6,19,6,8,19,11,210,2008-09,0
10,By Year,2007-08,82,32,50,0.39,3976.0,102.1,106.8,-4.7,0.591,1.45,16.7,0.256,0.71,0.482,0.154,0.492,0.532,94.07,0.469,1,14,16,16,7,6,17,17,14,14,13,13,14,16,12,7,9,10,16,210,2007-08,0
11,By Year,2006-07,82,33,49,0.402,4001.0,100.7,104.8,-4.1,0.62,1.5,17.3,0.264,0.716,0.483,0.155,0.48,0.524,94.55,0.471,1,12,14,14,2,13,13,15,6,12,7,9,12,15,13,12,12,9,15,210,2006-07,0
12,By Year,2005-06,82,26,56,0.317,3981.0,99.5,104.2,-4.7,0.58,1.47,16.1,0.271,0.707,0.475,0.146,0.464,0.509,95.98,0.463,1,16,17,17,4,15,11,16,17,13,18,7,18,19,6,15,15,5,17,210,2005-06,0
13,By Year,2004-05,82,18,64,0.22,3976.0,98.0,104.7,-6.8,0.606,1.51,16.7,0.295,0.709,0.491,0.151,0.455,0.497,95.0,0.46,1,19,20,19,7,18,12,18,10,11,14,4,15,13,8,19,19,7,18,210,2004-05,0
14,By Year,2001-02,82,44,38,0.537,3951.0,101.4,100.0,1.4,0.608,1.53,16.9,0.306,0.722,0.515,0.151,0.466,0.513,92.45,0.513,1,6,7,6,17,10,4,6,8,10,11,1,11,2,9,14,14,14,6,210,2001-02,1
15,By Year,2000-01,82,46,36,0.561,3976.0,99.3,96.3,3.0,0.679,1.61,18.0,0.298,0.745,0.522,0.156,0.457,0.506,92.04,0.527,1,5,6,5,10,16,1,2,2,8,4,3,7,1,14,17,17,17,3,210,2000-01,1
16,By Year,1999-00,82,49,33,0.598,3956.0,101.7,98.9,2.8,0.689,1.68,18.7,0.257,0.732,0.5,0.152,0.475,0.53,96.31,0.541,1,3,4,3,15,7,2,3,1,7,2,12,9,8,10,13,10,4,1,210,1999-00,1
17,By Year,1998-99,50,26,24,0.52,2430.0,100.0,99.2,0.8,0.664,1.39,17.8,0.244,0.695,0.479,0.171,0.485,0.537,92.12,0.511,20,16,1,9,20,14,3,8,4,16,5,14,19,17,20,9,7,15,7,210,1998-99,0
18,By Year,1997-98,82,51,31,0.622,3956.0,104.7,102.7,2.0,0.654,1.56,18.5,0.304,0.708,0.508,0.165,0.495,0.542,91.75,0.526,1,2,3,2,15,5,9,5,5,9,3,2,17,4,17,5,5,18,4,210,1997-98,1
19,By Year,1996-97,82,54,28,0.659,4086.0,108.0,105.6,2.4,0.676,1.68,19.4,0.287,0.681,0.49,0.16,0.518,0.562,88.34,0.528,1,1,2,1,1,1,15,4,3,6,1,5,20,14,16,1,1,20,2,210,1996-97,1
